artist_name,track_name,release_date,lyrics,neg_sentiment,neu_sentiment,pos_sentiment,com_sentiment
death,crystal mountain,1995,shatter take trap power mind want solo reborn twisting evil verse forever built set steel pain blind crystal inflicting dagger sight wound ignorance confine done page passed dream faith conjuring word day fantasy commandment slave schuldiner wide get justify stronger open divine mountain inflicts turn curse assume eye form made seventh confined bridge cut myth hypocrite perceive inside fear way,0.288,0.564,0.148,-0.9136
mad season,locomotive,1995,grown world foot scorpion rust chosen wheel noise killing mind call ringing face solo suit crawling verse outro making guitar growing liar older wallflower pain fallen screaming sweet time countenance sleep locomotive distant johnny turned come even sheet suicide waltzing mirror white stinging ride colder rain train care cure like embed black bell baby know light back bridge self lately stain beast inside,0.245,0.631,0.124,-0.9042
widespread panic,i walk on guilded splinters,1996,belt smoke malice brain choisen begin neeedles butter doorstep enemy people yellow tomcat guess heart pride misfortune put guilded fade je zombie make upembed poison see le must grand gutter king come burn rope feel coffin get suie lazy roll stutter melt think jive pin like fill soon drink splinter ai fly know afraid crazy till walk fire zulu chalice end,0.205,0.642,0.152,-0.4939
tears for fears,everybody wants to rule the world,1985,world mother remorse never freedom wo interlude vision indecision say room want design believe verse stand lack wall forever turning fade find welcome life acting help one make sleep rule ca come ever holding even need tumbling behaviour last nature glad decide nothing behind almost turn instrumental everybody hand made sad headline light back bridge pleasure right married best,0.155,0.563,0.283,0.8868
megadeth,last rites / loved to deth,1985,take intro deth could never bad wo loved heaven gone miss ii without kept verse outro something please one time wow see body empty ca whoa even good felt burn death break would told love last bring hold since coming think instrumental really string remember rather hell go baby rite back bridge part kill sleaze,0.241,0.524,0.236,-0.1017
diana krall,squeeze me,1995,night counting never loved tight sing squeeze treat verse outro let sweet please missing come ever gentle mood meembed break leave ecstasy day love get away knew every hold since longing instrumental tell blue sentimental tease know bridge went feeling,0.166,0.452,0.382,0.9307
st germain,easy to remember,1995,home braver therefore talk lie malcolm gracious honor loved fought defended gone harlem people forever struggled meet brother man heart mean gallant found princeembed easy place one hope listen must come ever prince beleaguered even unfortunate proud death final memory farewell thing last shining community share champion bid worked hour touch really black remember nonetheless extinguished brightest young moment quiet smile fitting,0.117,0.454,0.429,0.9847
david allan coe,ain't worth the powder,1985,take night got came fought worth keep eyed name diamond want without silver spotlight verse wall time big looking come ca youembed ever hard facing long truth warm sometimes dream leave lose thing win nothing care well precious blue hell ai draw light back baby know true right eagle blow babe powder late way,0.258,0.5,0.242,-0.3049
bruce cockburn,pacing the cage,1996,darkness never lead slowly set map friend bend make drip outbound page everyone sunset thing squint scan later else wanted weeping pointing sooner best could cage sing strip magnetic verse stage land place round ca proven holding sometimes constitution like eye taken toward lived someone sword bloody written high guide dark see catch long road knew stir coming eddy matter pillage everything today power pacing chatter time wind angel feel day worn spell dust thin gave cageembed age rage many,0.142,0.743,0.115,-0.3818
primus,nature boy,1993,sun door sailed take pen aloysius bit persecuted write sing song name arrived ren irritating stimpy quite find blind genitalia muscle pull one five see pornography income ca tele getting tax known three dance oooooooo would tale day video kitty nature house four pectoral well since stroke bottom tell like hand fill clothes form as legibly load ooooooo two boy chewed around glare,0.113,0.78,0.107,-0.1226
megadeth,killing is my business...and business is good!,1985,lie hit night working killing head say quickly believe verse outro great better dark aimed looking ten mark need hear getting always good truth paid next break job thousand assassin business coming instrumental front tell target rid sniper brings know back pleasure pay using,0.099,0.63,0.271,0.8779
xscape,who can i run to,1995,take lie someone everyday got near contemplating mind space run name trying wrong stand verse find life tamika place one time direction empty need latocha satisfy message would hook yet love thing change decide bring special care share along tell fill laughter determination patience go know stay afraid ahead strong right many confusing clear,0.09,0.553,0.357,0.9652
kyuss,gardenia,1994,world chrome skin take power drag smoke never transport head old ya lag motor verse outro making shit eating mile purrin million push one unto hear god break love per six sixty burnin hundred get mag motherfucker crank spin instrumental mama seen hour booster talkin fuel back baby makin blow around queen till smell gardenia grin,0.176,0.691,0.133,-0.4767
confederate railroad,summer in dixie,1994,sun north talk hot breeze got wait never whisper prayin name say without dixie tree heart let called one make ta wind sure finally york getting even long tar burn whole worry week road cold glad manhattan new well turn enough tell way willow porch know blow crazy kind weather summer,0.137,0.693,0.17,0.2805
blind melon,toes across the floor,1995,door take lie view could start never killer hunter sitting glue timeembed mind anybody run head room wrong little verse scrape put friend toe let called ca holding always lay burn thought god feel giddy day maybe thing though together perverted new killed floor firm tell glittered mine really seein across healer hole ai filled beggers dog bridge instead beside right pretty feeling fittin healed inside clear giving,0.144,0.647,0.209,0.5778
the melodians,lonely night,1992,sun ghost melody night coyote sing jangling close echo loud full envelop shell find let air hushed flying wind listen empty ground hear sound dust lonely fast ring well eye like sunshine drop go running know nightembed roam inside stirring canyon,0.172,0.673,0.154,0.0258
type o negative,love you to death,1996,prove breast na servant prayin glass law swayin hip sweat close say lip ya gon cigarette wish red verse outro serve mean salty let shall place one drip wine move lipstick good feel death may love beg hundred get burning beggin enough candle eye black sayin light bridge beast stain inside,0.064,0.774,0.161,0.7096
santana,esperando,1993,espanol viene vida bibbi dia esperando mueve mi ahora babyembed goe name mia want yoe cabana estoy la mean estuvo rico ay como time caramelo see un finally boppin novia mango que pier sol pero maybe el marry mira marcella pr waiting tell cadera mama like huarachando santana go di baby know en bop todo pa,0.037,0.898,0.064,0.1531
u2,wire,1984,tear track nice wire kiss wo fire call cartoon give believe verse bet man apart heart crime life let place time sleep hope swing awayembed come ca lay longest rope lose day white throat choose cold dope watch get away innocent win side soul tell hand eye sense guilty stone deep throw go slow back bridge cut right cutout inside,0.161,0.574,0.264,0.8625
george strait,in too deep,1985,anyhow track foot going bad law trouble slide worth step give strain tried stand verse apart heart pride pain life let pull see come ca need good cause pushing allows love thing nowembed hurt aside fall get knew turn enough like deep ai know try back right part far around done lord end,0.19,0.566,0.244,0.6124
holly dunn,there goes my heart again,1986,control talk lovin alone start wo mend fine mind tried wish slowed saw little look heart let one beating racing come doin even break would leave told againembed hurt forget learn hold think instrumental like blue go back til smile,0.209,0.546,0.244,0.4445
"bobby ""blue"" bland",members only,1985,private qualify got checkbook problem party say tonightembed throwing red man yellow heart life lot member brokenhearted need white lonely lost bring woman tonight well tell mama black sad money go daddy broken,0.287,0.524,0.189,-0.5719
boz scaggs,fly like a bird,1994,door hush rocked night hit na sweetest going take never darkest wo child old loud gon little bore gently tone learned howling one said hung year wind descend much come ever sky hears sound bird sometimes memory passed thank peace word love birdembed fall granny rain every voice well almost sang beautiful calm like heard howl cry go baby fly granddad blow end dove lord,0.057,0.638,0.305,0.9638
little walter,dead presidents,1993,dead track na badly bit bent broke solo gon little man great set friend grant car poor one sweet big jackson mckinley five harp president park ten ca hard good hamilton thousand straight love dollar cleveland jefferson get hundred bring presidentsembed well played think everybody twenty really lincoln washington go ai talkin franklin back bitch whatever far,0.214,0.485,0.301,0.7595
suzanne vega,marlene on the wall,1985,wallembed talk blood alone passing shop sawdust soldier say give fingerprint verse man wall smile mocking called rise one might see zone even good rose record butcher told marlene love fighting thing fall shown watch away house every later skirt evidence think afternoon soon tattoo destiny observe strewn around walk danger changing still,0.16,0.695,0.145,0.0
meshuggah,vanished,1995,dead never mind drained vain majesty deeper enchained caught voice vanished clotted calm sublime still servile world chrysalis lie fading whirl indulge obey cage gone wrong bantised stage fade worship seems selfcaged devine swallowed new degrade sterile heard eye hell inside tear unconsciousness pool resignate introspective hunger body content dance thought dream change cold plague reality mode since numb deep subhuman livid upraised fear paranoia mendacity hate called defeat time vanishing succumb coagulate dying awayembed absurd obliging yet fall stagnation killed inhuman trapped complete,0.356,0.552,0.092,-0.9869
social distortion,through these eyes,1996,tear home lingers na street looked got weary mind watched face tried stand apart man devil heart hate found schooling wan nearly life pain poor see le come god love thing road hurt lost fall though straighter travelled holy seen shape eye made cry violence dearly grace line onembed walk broken,0.385,0.425,0.19,-0.9477
rhett akins,katy brought my guitar back today,1995,arm somehow today night could sittin used okay loved anybody broke gone song old wish guitar stormy guess heart play mean let wake fireplace time make hear todayembed thrown brought would told love thing scared away else hold tell seen like really cry remember sad seem know light back afraid far feeling katy sorry sit,0.174,0.531,0.295,0.8606
the cranberries,liar,1993,take lie night could wo run say want give liar verse thinking find kindly something na-ha ca fight choose special well wanted different liarembed,0.178,0.542,0.28,0.34
tool,hush,1992,piece hush intro kidding say want people verse shit fuck outro play said ca even thing think tell like go bridge serious kill,0.367,0.42,0.213,-0.8176
dwight yoakam,it won't hurt,1986,ease world hurting today night leaf street wo lord bottle gone run sunrise face another somewhere find time come eas even would memory fall reach hurt cold bout every hold almost sorrow whiskey embed misery know stool back bar tomorrow stumble,0.251,0.68,0.07,-0.8836
r.e.m.,begin the begin,1986,power follow rich looked birdie insurgency begin question silence butter run approval demand murderer shoe look tree mile congratulate found mythology mean life itemize watching missed security let luther ca tie even martin answer proud example creates supply leader tiger finest philanderer zenith turn think standish hand like zen clearly tv reason matter around rhyme myles began vote,0.103,0.56,0.336,0.9493
nazareth,burning down,1984,world dead anyone take needed could plan looked never downembed sens say free put flower seed let life raided time come need long test reconcile raise defense burning granted unplanted taken go livin flame right smile yes,0.091,0.655,0.254,0.6908
the black crowes,one mirror too many,1996,second rough darkness night na got presence never loved run rapture gon without forever tough life blind unless one make see kissed tie enter empty mirror crumble leave fall happens behindembed instant behind breath touch crawl know light many right starless moment stumble,0.24,0.683,0.077,-0.7446
michael franks,dragonfly summer,1993,staying home world hot alone born drive counting wait pool keep cloud song tempts dizzy rival verse summerembed outro busy floating toe let wake heat cool time hope zero palmetto dragonfly revive thrive day worn repeat away tourist mockingbird new instrumental gravity deep paradise hardly procrastinate line swimsuit bridge july palm right end hardship celebrating summer,0.118,0.663,0.219,0.8442
rush,afterimage,1984,joy water wood shout presence suddenly misty gone echo tried believe verse skiing left learned life something upon dawn understood see afterimage mark ca hear good talked break would feel fast love drank voice instrumental summer lawn remember wet know ran bridge footprint way,0.0,0.79,0.21,0.8979
hole,jennifer's body,1994,piece hit sleeping hungry keep barely enemy half believe verse lover save tree found friend relax better one son family sleep said alive bitter see body jennifer bed ca pure feel box bullet bitten starving well enough go know cut number kill,0.234,0.435,0.33,0.659
simply red,holding back the years,1985,tear grown arm today could chance escape tight gone keep say somebody wish verse outro thinking year listen ever hears ahh holding long good hoping known pater get nothing later well ooh back bridge wasted sooner strangled fear mater,0.218,0.557,0.225,-0.1566
cynic,veil of maya,1993,world joy divide veil polarity never thirst law perceiving weaving innumerable verse impenetrable grief man maya fail great balance transforms crowd verity believed illusion scale deceived gay grip web work unending chop god delusive thought mayaembed dream dual picture every ahamkara divider earth state like charmer thus duality bridge disgust subject,0.188,0.57,0.242,0.4404
paul kelly,before too long,1986,tear door rolling night met view shut never suddenly mind gone keep shade happened tide wish apart verse outro loving heart high let repeating one time come hammer long action break word day closing lonely together win every nothing spoken anymore side instrumental like embed soon follows know back dog bridge creeping inside fear,0.082,0.673,0.245,0.9081
lonestar,runnin' away with my heart,1995,sun attention buddy losin start got wheel tight runnin moonlight nippin run head bound holdin minute little verse mention first mile heart car dark million big faster doin hey even heartembed catchin limit get away speed hurtin stole girl heartache tell exactly go running aim know affection heel right,0.0,0.861,0.139,0.8225
lone justice,don't toss us away,1985,grown world na die could bad say want askin without understand thoughtlessly heart friend wan let please one year see awayembed seems ca darlin known building toss break tossed fight everyone day love cold perfect hurt away well turn think stone reason go ai shame stay know try right moment still,0.263,0.515,0.222,-0.6209
heart,what about love?,1985,control someone buy got never keep show want trying making look heart life something let pretending sending missing forgot ca need always feeling lonely love slip away care well waiting share tell top sell hiding ai letting know back someday right might inside way,0.134,0.527,0.339,0.9096
tim mcgraw,can't be really gone,1995,tear door remains bought could goneembed never stopped chapter laughed gone name waste mexico hanging room verse shoe look proof blocked heart left called one said wind much must come hall ca bed error mark need ever page eve hat leave rain intend slip away waiting lying seen like really christmas undone book know back bridge two around walk way,0.198,0.689,0.113,-0.6501
lion,the transformers theme,1985,world divided darkness power darkest begun bravest run strike unicron stand driven within robot save land heart meet evil apart prepare destroy something watching place pull one remain theme wage transform ca sky grip surely break day fall caught together nothing coming war force hour eye enough made autobots stay light battle disguise strong judgment transformer decepticons way,0.228,0.534,0.238,0.4303
clay walker,the silence speaks for itself,1993,telling someone alone never low silence answered name give given guess high johnson time one see hear thought talked choice road last oil voice else well coming walked embed speaks hell go know talkin back calling fire stood lord,0.192,0.725,0.083,-0.7258
hank williams,rockin' chair money,1985,honky stepped rocked night tonkin lollygag totin start got fought gone folk ocean gun lineembed better let big honey rockin check hard jealous cause vj day love get away every chair care rock smooch soon seem fun money line baby tonk go battle right way,0.191,0.587,0.222,0.5994
john anderson,long hard lesson learned,1996,lesson track burned worrying wood bad law call keep child bound waste learnedembed another look save wall understand ocean hate play learned heed life hared time one hope see ca need hard good future long returned straight thing lost get writing train open guarantee return learn ticket rid eye hand precious back ahead teach fire late way,0.224,0.508,0.268,0.5719
alice in chains,god am,1995,grinning world feeding intro able dear mending fine weeding winning lip acquired verse outro fuck free heart living life one pretending gather sending see must grand sure ca whoa always tax proud shared god death faith relaxes sick strength still hide mine respect throw blooming forgiven sin bridge invite pay powerful fable done best lord dy giving,0.166,0.287,0.547,0.9881
john williamson,true blue,1986,mum dad standing smoko wire gone keep asking say show face give another disappearing heart dying tie race hey blueembed fight cake straight road mate vegemite fair later care dinkum like really sell sponge blue load bear cockatoo true back right knocked still,0.047,0.649,0.305,0.9231
descendents,gcf,1985,drug take alcohol drown able alone got okay trouble sweat say waste face want verse lust misunderstand funembed corrupt shoot play life work hard thrust good leave freak day fall care roll sex spoil destruct rock gcf like clean freebase fun sexual stay self right,0.361,0.36,0.279,-0.5994
the dream academy,the love parade,1985,world point talk take sold parade skin could someone kiss street september live view worrying otherwise gone june show hanging odds full paradeembed apart forever seranade put window dark let sweet time air year holding even done feel engaged day pocket love lonely apparent together nothing else almost transparent soul like go slow know different matinee back young blow matter many end walk married ear,0.063,0.731,0.206,0.8789
alice in chains,dirt,1992,na frustration never live pistol want solo tried wrong tongue verse guitar lack wall scrape dirt taste wan one make mouth felt dirty feel talent stinging use special care cover hide like made go crazy kill dig,0.404,0.407,0.19,-0.8915
sonic youth,self-obsessed and sexxee,1994,dead night everyday got alright timeembed button party arrived bloody verse outro magic first found put create read help time trail said sexy collect ca need boost nowhere lost belly soul top remember drop stop go baby know took marker build self scene sexxee far around obsessed way,0.195,0.518,0.287,0.6324
hank williams,at the first fall of snow,1985,tear whispered torn soft footstep gazed alone could dear came used happier loved heaven low snow tattered woe smiled held verse garment curl first heart listened patted ago one year body shoulder parted angel talked told sackled love stranger fall lost bring knew caressed dolly every girl waiting sorrow hide trembled eye cry sad story filled baby know spoke frail part went feeling inside still,0.251,0.479,0.271,0.7184
christafari,come children,1994,tear arm secret could never live begin child show say chorusembed held father eternal want full somewhere free wall heart fade set find built pain let rest place complicate time sweet jah come ever enter chain shelter god quiet peace lonely love fall grow trust asleep return well quest soul hide enough calm childhood deep cry harm go build try embrace many end feeling inside still,0.147,0.509,0.344,0.9517
george strait,there's a new kid in town,1986,star bethlehem manger wo bethlehemembed heaven shook head say old another bearing verse man kid town help brighter one looking see messiah king treasure come road shining following new suppose till lying hand heard baby know gift pleasure far might traveled pointed,0.082,0.565,0.353,0.9413
billy joel,"lullabye (goodnight, my angel)",1993,die water sailing never ancient wonderful sing question gone child song asking say close want trying another promised verse outro save heart ocean life lullabye dark time sleep boat lullaby bay always angel wherever would leave dream may day thing away far goodnight rocking emerald sang think like eye deep cry remember go know someday matter many part went inside still,0.144,0.641,0.215,0.5577
tom petty and the heartbreakers,walls (no. 3),1996,door could got never barricade gone keep island half diamond forever verse blocked wall crush heart town fade ocean carry pain big ca sky even happy sometimes day road thing fall away nothing open hold coming sundown rock cry go golden back around part danger,0.222,0.609,0.169,-0.296
widespread panic,blackout blues,1994,door middle leg night sleeping riding morning mind groundembed head falling horse woke dark hope bed ground stretch blackout last pick floor think like barging blue bar,0.052,0.774,0.174,0.5859
patti austin,if i believed,1985,telling lie someone na could believe magic heart wan something time one believed see must ca future feel would brought dream real love spell fantasy repeat happening miracle tell swear paradise meant know believedembed right tomorrow deny clear,0.066,0.549,0.385,0.9607
tool,cold and ugly,1992,skin penetrate frightenedembed ugly verse wall fade jewelry seems refrain thought feeling word scared cold wide frightened nothing soul distance like eye hell bridge hidden keeping trembling awake underneath,0.438,0.526,0.036,-0.9502
nine inch nails,suck,1992,sun arm track skin suck could christ tight heaven head run lip want tongue give verse outro free flesh wall terrible left set temple jesus blind make sight see disease wound come sky god dirty feel dream ecstasy thousand throat anywhere sweeter thing itch bow get tonight behind lung sign made sell undone try true back bridge confess right heal inside way,0.143,0.627,0.23,0.7269
lorrie morgan,dear me,1995,home take alone could sittin start plan needed dear letter near mind writin run say left read friend better time one make hope see need hear anything meembed feel would word love away turn tell really made know try stay back end done,0.036,0.675,0.288,0.93
elton john,believe,1995,someone border could got paper child breathes father without everything believe verse stand simple hate mean gun life family son make sleep nothin disease boundary somethin anythin difference cost break would love together later breed cross think war instrumental touch politics dictator church money cancer sooner right kill curled crumbles anger,0.321,0.62,0.059,-0.9618
alice cooper,teenage frankenstein,1986,rough spend leg night guy got brain scar frankenstein tight mind avoid run head face brace bloody screwed kid turning la set life teenage one make crowd sight shoulder must mineembed ca nobody art whole color freak day wide woman burning shadow carte hide state rock twisted bright made cry eye mine block hand local ai baby light stay faint walk synthetic,0.242,0.679,0.078,-0.8957
the smashing pumpkins,to forgive,1995,sun talk wo important child party song removed wrong verse forgive sensed fool learned pretend son time see ten empty come holding even feel forget loss rain knew nothing played along afternoon birthday speak remember bastard back bridge right began,0.347,0.532,0.121,-0.8843
the judds,mr. pain,1984,home somehow never bad disappeared others friend make turned love every heartache wanted well think disguise met night could boot waking laughed keep drove verse club place cowboy hard company repeat new danced line news morning call mexico show face left pain recognize one see pulled always closing mr count san really blue seem go anton ran true right end alone wear none old texas first learned time move lonely top many,0.122,0.643,0.235,0.8864
descendents,everything sux,1996,today lie someone na bill suck got okay came coffee morning call hitman sux gon wrong horoscope guess knockin life car one make movin anything walkin told taxman nothing girl flat tire side think girlfriend hired go money took right everything prayed late way,0.169,0.794,0.038,-0.765
the fall,copped it,1984,home aura immovable na benefactor confession detractor boot horrible sing gone shtum past say song supposed taking gon costello land borrows gun one trenchant destruction attraction vexation hoax ca ever itembed hey singing licker cause toast long tea frog real day love spent copped change hang steal idea get last bring new policy girl behind cuff dough seen desparate operate money ai brings baby know diet keeping scene far tomorrow millionaire way,0.2,0.719,0.081,-0.8625
bone thugs-n-harmony,tha crossroads,1995,smooth letter puff bone westembed wish sean love lamar remix rock thug moment dave world playlist thirst chance sing holiday miss lauryn life jadakiss hey rose jay pac lost ability homies east deal mama violence stop tha mansion lox na poppa movement goodbye master man folk better help one missing always dance quan rapper change trick loss memorialize retrospect pete go clarity west thugz common crossroad paranoia kanye remembrance mortal understand created hill big kendrick anything kelly slaughterhouse daddy reminisce,0.17,0.599,0.23,0.8074
guided by voices,i am a scientist,1994,ease scientist seek write alright incurable mind show clue journalist evil medicine outro verse free pharmacist understand potion set fade shoot life losing sight work bottomless pill unknown yet choose lost abuse painful nothing else roll soul rock like behaves fill impurity prescription hole search know unlock right everything dig,0.272,0.579,0.149,-0.8591
bad religion,skyscraper,1993,writ world tear revenge got came tower never spoiled climb skyscraper drowned echo solo city little verse outro guitar reigned wall play madness let understood make upembed come ca hard good anything brick burn thought may day reach caught away well tore like paradise hardly roar propose story go baby know build bridge babel joining crashing,0.159,0.632,0.209,0.3818
tim mcgraw,tears in the rain,1993,tear regret rainin take pourin could came never teardrop loved cloud show face wrong verse outro pain raindrop let place one see much sure come ever hard memory would conversation word maybe lost together crashin hopin rain searched think seen hidin cry know ran back strong rainembed moment houston still,0.291,0.624,0.085,-0.9108
tracy lawrence,crying ain't dying,1993,tear door lesson unfaithful everyday na got came never live loved gone keep shade dyingembed want gon promised falling forever loving learned let pull losing one said dying grieve ca even walking feel would word day love change hurt though tonight lying like swear cry ai true back calling kind weather end tomorrow way still,0.258,0.49,0.252,0.1416
eagles,love will keep us alive,1994,world emptiness standing alone die got climb hungry keep solo given found let place highest alive worry sometimes would survive lonely love ride lost nothing outside mountain hide eye baby right inside changing searching,0.331,0.502,0.167,-0.801
chris ledoux,melodies and memories,1984,radio melody take looked never runnin sing funny mind keep song old drove soda laugh left high better nearly time country pop ole listen hear climbed walkin thought memory dream drivin road change mindembed get bring behind along shone hand bright eye summer hole favorite fly back moon crazy eagle dared swimmin,0.072,0.663,0.265,0.9152
sponge,plowed,1994,world chance mess head say guess prayer tragedy found seed life wake see ground ca buried human sound connect message dream change wide lost hang open reality cover touch made plowed wreckage broken plow,0.278,0.632,0.09,-0.8519
billy ocean,love is forever,1986,tear broken night die could never live passing lead mend seemed cried old tried without falling believe given forever thinking heart pain life let time facing memory would everyone day dream love thing road fall knew every care tell realize go know back many heal,0.202,0.563,0.235,0.2833
cowboy junkies,white sail,1993,paris honed sail plain desire vine wear tower grave begun vow scar slowly wrought unattainable fail tree heart potion fade isoldt axe helen one see season sure pure need rose heartembed death faith tale told white love neck grows trust watch roam infatuation moat plant soul seal till mine heard impassable inspire black fear pas story intertwine bear know marker battle two nerve impregnable part far task surround tristan,0.177,0.567,0.256,0.8225
alabama,tonight is christmas,1985,world blood night die street looked shut spill mall snow name city falling verse busy eternally town gun family son cease one hope gather empty come sharing army stare cause god peace love small harmonyembed harmony tonight closed sea shopping forward earth enough celebrate christmas factory across drop silent two goodwill shooting except believing kill fire,0.228,0.507,0.264,0.6124
randy travis,the storms of life,1986,cardboard radio piece lived bringin ward barn dialin sing low song price old verse left high mail read storm window ford life better ago pouch country sweet year farm awayembed turned wing taped always tobacco dirty box memory wanderin day love road change get rain montgomery away girl well almost soul front mama seen seat chicken washin fadin across sign know back pay around gettin lord way,0.081,0.763,0.155,0.7783
pulp,something changed,1995,home today met someone could looked kiss write never going act morning film question mind gone song asking name wrote directing say give believe verse friend woke something life one said see bed singing anyway would day yet love change changed knowing else touch seen celebrate hour like hand stop know different two instead matter softly stayed might timetable way,0.029,0.694,0.276,0.9552
jon secada,if i never knew you,1995,lived world somehow lie could never raging half held clue safe full forever dry inkling heart find hate life make missing see empty sky youembed truth felt whole thought would feel real love last lost knew knowing beautiful precious eye grateful fear true right strong saying part clear still,0.161,0.403,0.436,0.9735
primus,dmv,1993,cheese anyone sail chunk smoke thc near druthers fifteen bowl slowly waited call barbecue huge full verse man chimpanzee trip mean toilet dmv life upon time inflict precisely vaguely come need scream perhaps tea memory may spell cold pointless dentist away lobotomy every chair unpleasantries sea grease screw hour seat gob kettle know hell line back dog bridge axle urge relief bagel stood choked sit,0.155,0.774,0.071,-0.7506
depeche mode,somebody,1985,world arm anyone converted someone view kiss tenderly support intimate live wo tied want trying give wrong somebody stand passionately verse thinking understand case innermost rest put life help make fact see listen general carefully hear even thought disagree often may steer detest thing though asleep get away perverted every care sick return breath easily side almost share like speak string know different light detail around end clear way,0.132,0.558,0.311,0.919
jeff buckley,grace,1994,arm yea drown die fading kiss wait bit cloud asking name falling believe verse clicking unh pain easy reminds time wine come long walking feel leave love forget away rain voice well behind sorrow coming enough bright cry sings drink weeps grace go slow know fly light stay afraid moon bridge might tomorrow fire,0.326,0.46,0.214,-0.802
foo fighters,good grief,1995,gown ousted putting jewel pissed chill run handed given verse somewhere grief delicate gull town hate intended bowel missed wind move come always good answer crown thought may hook thing petty since think like blue noun go true bridge blow wrapped around might sideways smile,0.238,0.535,0.227,-0.4019
george strait,the man in love with you,1993,door world someone power could wear never wo others want give wish whose key verse man save loving heart help something one make hero alive come ca youembed always even good work dream hat would may often love day white every open else special wanted hold miracle turn remember needing know true way,0.015,0.478,0.507,0.9906
abc,be near me,1985,tear night met came near never meaning inclination broke simple first said hope perfectly ever kneeling felt meembed message dream next disappear ecstasy last far leaving stray almost like clear ooh true two reputation feeling fear yes,0.09,0.439,0.472,0.9626
david benoit,drive time,1995,talk night could asked drive begin mind wonder say clue tried trying believe look heart mean hooh let something upon time make air might year see come tearsembed whoa even work listening feel real word love thing maybe hurt nowhere get away deserve care damage turn along tell eye really throw go baby true back right harden walk way,0.089,0.716,0.195,0.8316
israel vibration,feelin' irie,1996,sun hop flirting independence today deh street never vibe mall root hip chill snow party island say splurting hanging jollificating doneembed labor feelin guess brooklyn play absolutely irie upon sweet winter dashing park come parkway check summertime kinky day filum cold shining eastern coney kani rocking ja modeler soul pon tell rock summer remember block fun go levi know running weather walk reggae done clear chilling,0.051,0.743,0.206,0.9014
alice in chains,rotten apple,1994,confidence start arrogance verse written stolen repent outro fallen crawlin see ignorance potent unreal eat rotten apple spoken suspend innocence sorrow recommend romance young back part broken tomorrow borrow sustenance,0.441,0.335,0.223,-0.8934
incognito,where did we go wrong,1995,world point hurting take view could write letter gone wonder past forsake face trying tried wrong chorusembed believe little forever look bull forgive left find simple pain easy better place let time see much game future long truth cause leave would gained fighting change last knew nothing hold war seen surrender blue intention go baby compromise know try true bridge far feeling clear way,0.149,0.584,0.267,0.842
israel vibration,run but you can't hide,1993,talk street got never livingembed trouble everywhere decrease run price want give little meet grief thinking living gim pain life something one increase make five vain nine ca need tax hard work week survive mare yet choose twice abuse scuffling raving hide spending tell salary cry crisis economic fun money running back two end unemployment bother still,0.356,0.531,0.113,-0.9621
warren zevon,splendid isolation,1993,world georgia take putting street alone michael never live lead lock tinfoil face want without verse outro upper first window dark wake one jackson see need nobody hear scream break dream splendid goofy east nothing disneyland else isolation new share side coming instrumental lying like hand embed beside go bridge calling self desert gate,0.117,0.634,0.249,0.7997
propaganda,p-machinery,1985,secret today common power lie night drive installed wheel machine call low flow loud rotating another wish city joyless find machineembed follower marrying motion propaganda hope lane feed come inflame steady truth steam accompanied dream denies strength force calm drowning sense destiny running line light command walk true far machinery,0.154,0.577,0.269,0.7783
tanya tucker,one love at a time,1986,tear talk night na got drive timeembed mind wonder keep gon apart free heart set thats insane one make december sleep time ca need mixed long lay worry sometimes playing chose love hurry get burning girl uptight driving who candle birthday handle remember weak baby believing em afraid july crazy confusing end yes using,0.206,0.576,0.217,0.4215
the smashing pumpkins,silverfuck,1993,failed dead take lie alright bang head recovered solo give want verse guitar lover outro fuck fade put silverfuck pain life sweet winter bed hear angel feel box gave underneath rain away summer hole crawl bridge way,0.269,0.542,0.189,-0.743
deep purple,perfect strangers,1984,tear touching appear dead shine point night got mind flow past name echo hanging face another talking laughing verse outro silver falling spirit understand ocean aching life time distant see must wind sky hear known warrior thousand day ice stranger strand cold perfect lost rain voice age well shadow sorrow flown precious remember silent know bridge returning inside remain,0.189,0.627,0.184,-0.1027
leon redbone,someday sweetheart,1985,regret na dear start vow loved weary gon apart heart poor shall make sweetheart drift see come ca ever done happy heartembed break may day thing sow tell made weep blue baby know rue someday part broken reap sorry,0.256,0.446,0.298,0.6808
voivod,warriors of ice,1984,contortion die rust barren nomad soldier chill prey charged gon prisoner desperado make ready warrior curdled abuse disaffected back best fighter wheeze midway bestials chase crushing agressors land fate sultry life place unscrupulous corp barbaric rule backembed dirty death nothing weapon hand eye atrocity hell prehistoric nail weather everyday na live killer spitting face freezing stand lust living shoot game butcher fight word cold raise wild stone go young frost point mangled attack race polar thermal feel advance ice fall armed frozen intensity,0.368,0.547,0.086,-0.9867
alice in chains,grind,1995,sun take lie could plan never darkest wo funeral morning show teeth become verse free breaking set play grind blind let one sleep see body sure come hear game truth sound may love voice well think advised heard eye rather hole know light part inside dy,0.044,0.606,0.35,0.9488
sammy kershaw,haunted heart,1993,tear door dead reminder take footstep night alone drive graveyard wo tag call verse heart left find living rest pain dark grim haunted one make called said move lane bed ca hear yesterday buried heartembed burn feel photograph memory peace love road last depart lost hang fall house stair killed floor well shadow cross turn highway river across slamming hell silent go bridge right late,0.312,0.542,0.146,-0.9432
