artist,title,year,lyrics,neg_sentiment,neu_sentiment,pos_sentiment,com_sentiment
nat king cole,don't blame me,1958,"Don’t Blame Me LyricsDon't blame me
For falling in love with you
I'm under your spell
But how can I help it?
Don't blame me

Can't you see
When you do the things you do
If I can't conceal
The thrill that I'm feeling
Don't blame me
I can't help it
If that doggone moon above
Makes me want
Someone like you to love

Blame your kiss
As sweet as a kiss can be
And blame all your charms
That melt in my arms
But don't blame me

(Interlude)

Blame your kiss
As sweet as a kiss can be
And blame all your charms
That melt in my arms
But don't blame me

(Interlude)

Blame all your charms
That melt in my arms
But don't blame meEmbed",0.128,0.516,0.356,0.9923
nat king cole,making believe you're here,1958,"Making Believe You’re Here Lyrics[Verse 1]
You may be miles and miles away
But still you're with me every day
The miles just seem to disappear
Making believe you're here
Each night when I sit down to dine
You're in the chair across from mine
Your smile erases every tear
Making believe you're here

[Bridge]
The photograph you tore in half
Is back in the frame again
But once a heart is torn apart
It's never the same again
[Verse 2]
This lonely dream I'm clinging to
Is not at all like holding you
And yet it's all that I can do
Until you do appear
I've got to make believe you're here

[Instrumental Break]

[Bridge]
The photograph you tore in half
Is back in the frame again
But once a heart is torn apart
It's never the same again

[Outro]
This lonely dream I'm clinging to
Is not at all like holding you
And yet it's all that I can do
Until you do appear
I've got to make believe you're hereEmbed",0.101,0.8,0.099,0.3705
nat king cole,"cherie, i love you",1958,"Cherie, I Love You LyricsCherie, Cherie, je t'aime
Cherie, listen again

I only know that I love you so
I can't pretend that I don't
You know

Cherie, Cherie, je t'aime
Do not say it's in vain

I love you, love you
That's all I need
When I whisper
Cherie, je t'aime
I love you, love you
That's what I need
When I whisper
Cherie, je t'aime

I love you, love you
That's all I need
When I whisper
Cherie, je t'aime

I love you, love you
That's what I need
When I whisper
Cherie, je t'aimeEmbed",0.021,0.647,0.332,0.9922
blossom dearie,teach me tonight,1958,"Teach Me Tonight LyricsDid you say that I've got a lot to learn?
Well, don't think I'm trying not to learn
Since this is the perfect spot to learn
Teach me tonight

Starting with the A B C of it
Getting right down to the X Y Z of it
Help me solve the mystery of it
Teach me tonight

The sky's a blackboard high above you
And if a shooting star goes by
I'll use that star to write 'I love you'
A thousand times across the sky
One thing isn't very clear, my love
Teachers shouldn't stand so near my love
Graduation's almost here my love
You'd better teach me tonight

I've played loves scenes in a flick or two
And I've also met a chick or two
But I still can learn a trick or two
Hey teach me tonight

I who thought I knew the score of it
Kind of think I should know much more of it
Off the wall, the bed, the floor of it
Hey teach me tonight

The midnight hours come slowly creeping
When there's no one there but you
There must be more to life than sleeping
Single in a bed for two

What I need most is post graduate
What I feel is hard to articulate
If you want me to matriculate
You'd better teach me tonight

What do you get for lessons
Teach me, come on and teach me, teach me tonight
Did you say that I've got a lot to learn
Well don't think I'm trying not to learn
Since this is the perfect spot to learnEmbed",0.025,0.85,0.125,0.9783
nat king cole,magnificent obsession,1958,"Magnificent Obsession Lyrics[Verse]
You're my magnificent obsession
The greatest wonder on this earth
The Taj Mahal and other splendors
To me really have no worth
You're my magnificent possession
A treasure lent me from above
As long as I have breath within me
You'll be my one and only love

[Instrumental Break]
[Outro]
You're my magnificent possession
A treasure lent me from above
As long as I have breath within me
You'll be my one and only loveEmbed",0.064,0.623,0.313,0.9797
sarah vaughan,eternally,1958,"Eternally Lyrics[Verse]
I'll be loving you eternally
With a love that's true, eternally
From the start, within my heart
It seems I've always known
The sun would shine
When you were mine
And mine alone
I'll be loving you eternally
There'll be no one new, my dear, for me
[Chorus]
Though the sky should fall
Remember I shall always be
Forever true and loving you
Eternally

[Instrumental Break]

[Outro]
Though the sky should fall
Remember I shall always be
Forever true and loving you
EternallyEmbed",0.037,0.651,0.312,0.9859
blossom dearie,we're together,1958,"We’re Together LyricsWe're together
People can notice we appear together
We'll always be here together
Please hold me closer all the time!
Right together
Here in the shadow we'll be tight together
Under the moonlight together
Please hold me closer all the time!
Without you
Life's a ride on a lonesome train;
There's somethin' about you
That keeps pullin' me back again
Closer to you!
We're strong together
Love, can't you tell we belong together?
Say that we're not wrong together
Please hold me closer all the time!
Without you
Life's the flavour of flat champagne;
There's somethin' about you
That keeps pullin' me back again
Closer to you!
Play together
We'll be forever and a day together!
Kiss me and we'll stay together
Please hold me closer all the time!
Closer and closer
Closer and closer
Closer and closer...Embed",0.028,0.811,0.161,0.9641
anita o'day,don't be that way,1958,"Don’t Be That Way LyricsApril skies are in your eyes
But darling, don't be blue

Don't cry
Oh honey please
Don't be that way
Clouds in the sky
Should never make you feel that way

The rain
Will bring the violets of may
Tears are in vain so honey please don't be that way
As long as we
See it through
You'll have me
I'll have you
Sweetheart
Tomorrow is another day
Don't break my heart
Oh honey, please don't be that way

Don't cry
Oh honey please
Don't be that way
Clouds in the sky
Should never make you feel that way
The rain
Will bring the violets of may
Tears in vain
So honey please don't be that way

As long as we
Will see it through
You'll have me
And Ill have you
Sweetheart

Tomorrow is another day
Don't break my heart
Oh honey, please don't be that way
Don't cry
Don't cry, don't cry
Oh honey, please don't be that wayEmbed",0.137,0.644,0.219,0.9649
julie london,if i'm lucky,1958,"If I’m Lucky LyricsIf I'm lucky
You will tell me that you care
That we'll never be apart
If I'm lucky
This will be no light affair
It's forever from the start

If I'm lucky
There'll be moonbeams all around
Shining bright as day
You will hold my hand
And you'll understand
All I cannot seem to say
If I'm lucky
There will be a time, a place
You will kiss me, we'll embrace
In that moment
Every wishful dream I ever knew will come true
If I'm lucky
I will go through the years with you
If I'm luckyEmbed",0.018,0.692,0.29,0.9846
carmen mcrae,when i fall in love,1958,"When I Fall In Love LyricsWhen I fall in love it will be forever
Or Ill never fall in love
In a restless world like this is
Love is ended before its begun
And too many moonlight kisses
Seem to cool in the warmth of the sun

When I give my heart it will be completely
Or Ill never give my heart
And the moment I can feel that you feel that way too
Is when I fall in love with youEmbed",0.128,0.592,0.28,0.9606
julie london,what is this thing called love?,1958,"What Is This Thing Called Love? LyricsWhat is this thing called love?
This funny thing called love
Oh who can solve this mystery?
Why should it make a fool of me?

I saw you there, one wonderful day
You took my love and threw it away
That's why I ask the Lord in heaven above
What is this thing called love?

What is this thing called love?
This funny thing called love
Oh who can solve this mystery?
Why should it make a fool of me?
I saw you there, one wonderful day
You took my love and then you threw it away
That's why I ask the Lord in heaven above
What is this thing, this funny thing?
What is this thing called love?Embed",0.033,0.609,0.358,0.9957
carmen mcrae,how long has this been going on,1958,"How long has this been going on - mj cole remix Lyrics'neath the stars, at bazaars
Often i've had to caress men
Five or ten, dollars then, i'd collect from all those yes-men
Don't be sad, i must add, that they meant no more than chess-men
Darling, can't you see?
'twas for charity?
Though these lips have made slips, it was never really serious
Who'd have thought, i'd be caught in a state that's so delirious?
I could cry salty tears
Where have I been all these years?
Listen you, tell me do
How long has this been going on?
What a kick, how i buzz
Boy you click like nobody does
Listen sweet i repeat
How long has this been going on
Dear, when in your arms I creep
That divine rendezvous
Don't wake me if I'm asleep
Let me dream that it's true
Kiss me once, kiss me twice
Then once more, that makes thrice
Come on let's make it four
What a break, for heaven's sake
How long has this been goin' on?
What a break, for Heaven's sake
How long has this been going on?Embed",0.033,0.809,0.158,0.9769
dean martin,only trust your heart,1958,"Only Trust Your Heart LyricsThe stars may deceive you, may vanish and leave you
Be smart, only trust your heart
The breeze softly sighing
In truth, may be lying
Be smart, only trust your heart

The warmth of her kisses
May teach you what bliss is
But this is a faithless lover's heart
Only trust your heart, not the firelight
That comes from the starlight
Be smart, only trust your heart
The warmth of her kisses
May teach you what bliss is
But this is a faithless lover's heart
Only trust your heart, not the firelight
That comes from the starlight
Be smart, only trust your heartEmbed",0.056,0.423,0.52,0.9981
anita o'day,whisper not,1958,"Whisper Not LyricsSing low, sing clear
Sweet words in my ear
Not a whisper of despair
But love's own prayer

Sing on, until
You bring back the thrill
Of a sentimental tune
That died too soon

Our harmony was lost
But you forgave, I forgot
Whisper not of quarrels past
You know we've had our last
So now, we'll be
On key constantly
Love will whisper on eternally

Why did we listen when they said it wouldn't last
Gossiping voices made us break up, but you know we still can make up
If we forget 'em all, and answer Cupid's call
It's the truth!

Whispers of troubles are an echo of the past
All it will take to lose my gloom is just a whisper not of rumours
But of your love for me
That's how it's got to beEmbed",0.134,0.67,0.196,0.8853
